PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30648527","Behavioral Experimental Paradigms for the Evaluation of Drug's Influence on Cognitive Functions: Interpretation of Associative, Spatial/Nonspatial and Working Memory","Zameer S, Akhtar M, Vohora D.","CNS Neurol Disord Drug Targets. 2019;18(3):185-204. doi: 10.2174/1871527318666190112143834.","Zameer S","CNS Neurol Disord Drug Targets","2019","2019/01/17","","","10.2174/1871527318666190112143834"
"29905110","Focus Switching in Working Memory","Linares R, Pelegrina S.","Exp Psychol. 2018 May;65(3):115-127. doi: 10.1027/1618-3169/a000397.","Linares R","Exp Psychol","2018","2018/06/16","","","10.1027/1618-3169/a000397"
"30223708","Working memory predicts subsequent episodic memory decline during healthy cognitive aging: evidence from a cross-lagged panel design","Memel M, Woolverton CB, Bourassa K, Glisky EL.","Neuropsychol Dev Cogn B Aging Neuropsychol Cogn. 2019 Sep;26(5):711-730. doi: 10.1080/13825585.2018.1521507. Epub 2018 Sep 18.","Memel M","Neuropsychol Dev Cogn B Aging Neuropsychol Cogn","2019","2018/09/19","","","10.1080/13825585.2018.1521507"
"32001874","Changes in Working Memory Performance Over an Academic Semester in Student Pharmacists","Omary A, Persky AM.","Am J Pharm Educ. 2019 Dec;83(10):7325. doi: 10.5688/ajpe7325.","Omary A","Am J Pharm Educ","2019","2020/02/01","PMC6983907","","10.5688/ajpe7325"
"32286288","Phase-dependent amplification of working memory content and performance","Ten Oever S, De Weerd P, Sack AT.","Nat Commun. 2020 Apr 14;11(1):1832. doi: 10.1038/s41467-020-15629-7.","Ten Oever S","Nat Commun","2020","2020/04/15","PMC7156664","","10.1038/s41467-020-15629-7"
"35426070","The influence of working memory capacity and lapses of attention for variation in error monitoring","Unsworth N, Miller AL, Robison MK.","Cogn Affect Behav Neurosci. 2022 Jun;22(3):450-466. doi: 10.3758/s13415-022-01003-1. Epub 2022 Apr 14.","Unsworth N","Cogn Affect Behav Neurosci","2022","2022/04/15","","","10.3758/s13415-022-01003-1"
"30945172","The role of context in animal memory","Roberts WA.","Learn Behav. 2019 Jun;47(2):117-130. doi: 10.3758/s13420-019-00380-x.","Roberts WA","Learn Behav","2019","2019/04/05","","","10.3758/s13420-019-00380-x"
"33269465","Music is similar to language in terms of working memory interference","Fennell AM, Bugos JA, Payne BR, Schotter ER.","Psychon Bull Rev. 2021 Apr;28(2):512-525. doi: 10.3758/s13423-020-01833-5. Epub 2020 Dec 2.","Fennell AM","Psychon Bull Rev","2021","2020/12/03","PMC7710156","","10.3758/s13423-020-01833-5"
"35102655","Dream recall frequency is associated with attention rather than with working memory abilities","Blain S, de la Chapelle A, Caclin A, Bidet-Caulet A, Ruby P.","J Sleep Res. 2022 Oct;31(5):e13557. doi: 10.1111/jsr.13557. Epub 2022 Jan 31.","Blain S","J Sleep Res","2022","2022/02/01","","","10.1111/jsr.13557"
"30592180","An Integrated Working Memory Model for Time-Based Resource-Sharing","Glavan JJ, Houpt JW.","Top Cogn Sci. 2019 Jan;11(1):261-276. doi: 10.1111/tops.12407. Epub 2018 Dec 27.","Glavan JJ","Top Cogn Sci","2019","2018/12/29","","","10.1111/tops.12407"
"36038570","Attention rhythmically samples multi-feature objects in working memory","Chota S, Leto C, van Zantwijk L, Van der Stigchel S.","Sci Rep. 2022 Aug 29;12(1):14703. doi: 10.1038/s41598-022-18819-z.","Chota S","Sci Rep","2022","2022/08/29","PMC9424255","","10.1038/s41598-022-18819-z"
"33022041","Material constancy in perception and working memory","Tsuda H, Fujimichi M, Yokoyama M, Saiki J.","J Vis. 2020 Oct 1;20(10):10. doi: 10.1167/jov.20.10.10.","Tsuda H","J Vis","2020","2020/10/06","PMC7545066","","10.1167/jov.20.10.10"
"32052699","The role of working memory capacity in analytic and multiply-constrained problem-solving in demanding situations","Ellis DM, Ball BH, Kimpton N, Brewer GA.","Q J Exp Psychol (Hove). 2020 Jun;73(6):920-928. doi: 10.1177/1747021820909703. Epub 2020 Mar 19.","Ellis DM","Q J Exp Psychol (Hove)","2020","2020/02/14","","","10.1177/1747021820909703"
"17334203","Working memory in the brain","Logie RH, D'Esposito M.","Cortex. 2007 Jan;43(1):1-4. doi: 10.1016/s0010-9452(08)70441-6.","Logie RH","Cortex","2007","2007/03/06","","","10.1016/s0010-9452(08)70441-6"
"20721769","Multiple concurrent thoughts: The meaning and developmental neuropsychology of working memory","Cowan N.","Dev Neuropsychol. 2010;35(5):447-74. doi: 10.1080/87565641.2010.494985.","Cowan N","Dev Neuropsychol","2010","2010/08/20","PMC2925295","NIHMS167612","10.1080/87565641.2010.494985"
"27191220","Treating Working Memory Deficits: Current Status, Applications, and Future Directions","Koziol LF, Horton AM Jr.","Appl Neuropsychol Child. 2016 Jul-Sep;5(3):235-6. doi: 10.1080/21622965.2016.1167486.","Koziol LF","Appl Neuropsychol Child","2016","2016/05/19","","","10.1080/21622965.2016.1167486"
"31100297","Reviewing working memory training gains in healthy older adults: A meta-analytic review of transfer for cognitive outcomes","Teixeira-Santos AC, Moreira CS, Magalhães R, Magalhães C, Pereira DR, Leite J, Carvalho S, Sampaio A.","Neurosci Biobehav Rev. 2019 Aug;103:163-177. doi: 10.1016/j.neubiorev.2019.05.009. Epub 2019 May 14.","Teixeira-Santos AC","Neurosci Biobehav Rev","2019","2019/05/18","","","10.1016/j.neubiorev.2019.05.009"
"23656522","Cancer 'survivor-care': II. Disruption of prefrontal brain activation top-down control of working memory capacity as possible mechanism for chemo-fog/brain (chemotherapy-associated cognitive impairment)","Raffa RB.","J Clin Pharm Ther. 2013 Aug;38(4):265-8. doi: 10.1111/jcpt.12071. Epub 2013 May 8.","Raffa RB","J Clin Pharm Ther","2013","2013/05/10","PMC3712332","NIHMS473982","10.1111/jcpt.12071"
"26446777","Working memory still needs verbal rehearsal","Lucidi A, Langerock N, Hoareau V, Lemaire B, Camos V, Barrouillet P.","Mem Cognit. 2016 Feb;44(2):197-206. doi: 10.3758/s13421-015-0561-z.","Lucidi A","Mem Cognit","2016","2015/10/09","","","10.3758/s13421-015-0561-z"
"33051826","Working memory complex span tasks and fluid intelligence: Does the positional structure of the task matter?","Debraise M, Gauvrit N, Mathy F.","Psychon Bull Rev. 2021 Feb;28(1):238-248. doi: 10.3758/s13423-020-01811-x. Epub 2020 Oct 13.","Debraise M","Psychon Bull Rev","2021","2020/10/14","","","10.3758/s13423-020-01811-x"
"27259533","The contributions of handedness and working memory to episodic memory","Sahu A, Christman SD, Propper RE.","Mem Cognit. 2016 Nov;44(8):1149-1156. doi: 10.3758/s13421-016-0625-8.","Sahu A","Mem Cognit","2016","2016/06/05","","","10.3758/s13421-016-0625-8"
"26718206","Visuospatial Working Memory Capacity Predicts Physiological Arousal in a Narrative Task","Smithson L, Nicoladis E.","Appl Psychophysiol Biofeedback. 2016 Jun;41(2):203-14. doi: 10.1007/s10484-015-9322-9.","Smithson L","Appl Psychophysiol Biofeedback","2016","2016/01/01","","","10.1007/s10484-015-9322-9"
"25802028","Perspectives on working memory: introduction to the special issue","Logie RH, Cowan N.","Mem Cognit. 2015 Apr;43(3):315-24. doi: 10.3758/s13421-015-0510-x.","Logie RH","Mem Cognit","2015","2015/03/25","","","10.3758/s13421-015-0510-x"
"35589337","Saccade rate is associated with recall of items in working memory","Low SC, Verschure PFMJ, Santos-Pata D.","Learn Mem. 2022 May 19;29(6):146-154. doi: 10.1101/lm.053522.121. Print 2022 Jun.","Low SC","Learn Mem","2022","2022/05/19","PMC9126081","","10.1101/lm.053522.121"
"29436924","Effects of emotional content on working memory capacity","Garrison KE, Schmeichel BJ.","Cogn Emot. 2019 Mar;33(2):370-377. doi: 10.1080/02699931.2018.1438989. Epub 2018 Feb 13.","Garrison KE","Cogn Emot","2019","2018/02/14","","","10.1080/02699931.2018.1438989"
"27181827","Neural correlates of auditory working memory","Kaiser J, Brosch M.","Brain Res. 2016 Jun 1;1640(Pt B):181-2. doi: 10.1016/j.brainres.2016.04.056.","Kaiser J","Brain Res","2016","2016/05/17","","","10.1016/j.brainres.2016.04.056"
"29050827","Visual Working Memory Storage Recruits Sensory Processing Areas","Gayet S, Paffen CLE, Van der Stigchel S.","Trends Cogn Sci. 2018 Mar;22(3):189-190. doi: 10.1016/j.tics.2017.09.011. Epub 2017 Oct 16.","Gayet S","Trends Cogn Sci","2018","2017/10/21","","","10.1016/j.tics.2017.09.011"
"35713322","Little Support for Discrete Item Limits in Visual Working Memory","Oberauer K.","Psychol Sci. 2022 Jul;33(7):1128-1142. doi: 10.1177/09567976211068045. Epub 2022 Jun 17.","Oberauer K","Psychol Sci","2022","2022/06/17","","","10.1177/09567976211068045"
"32614202","Affective forecasting: A selective relationship with working memory for emotion","Frank CC, Iordan AD, Ballouz TL, Mikels JA, Reuter-Lorenz PA.","J Exp Psychol Gen. 2021 Jan;150(1):67-82. doi: 10.1037/xge0000780. Epub 2020 Jul 2.","Frank CC","J Exp Psychol Gen","2021","2020/07/03","","","10.1037/xge0000780"
"27726513","Working Memory Training Improves Dual-Task Performance on Motor Tasks","Kimura T, Kaneko F, Nagahata K, Shibata E, Aoki N.","J Mot Behav. 2017 Jul-Aug;49(4):388-397. doi: 10.1080/00222895.2016.1219306. Epub 2016 Oct 11.","Kimura T","J Mot Behav","2017","2016/10/12","","","10.1080/00222895.2016.1219306"
"30589615","Working Memory Has Better Fidelity Than Long-Term Memory: The Fidelity Constraint Is Not a General Property of Memory After All","Biderman N, Luria R, Teodorescu AR, Hajaj R, Goshen-Gottstein Y.","Psychol Sci. 2019 Feb;30(2):223-237. doi: 10.1177/0956797618813538. Epub 2018 Dec 27.","Biderman N","Psychol Sci","2019","2018/12/28","","","10.1177/0956797618813538"
"28541347","Working memory: Persistence is key","Bray N.","Nat Rev Neurosci. 2017 Jul;18(7):385. doi: 10.1038/nrn.2017.70. Epub 2017 May 25.","Bray N","Nat Rev Neurosci","2017","2017/05/26","","","10.1038/nrn.2017.70"
"32412307","Contributions of Working Memory and Inhibition to Cognitive Flexibility in Nigerian Adolescents","Nweze T, Nwani W.","Dev Neuropsychol. 2020 Apr-Jun;45(3):118-128. doi: 10.1080/87565641.2020.1765169. Epub 2020 May 15.","Nweze T","Dev Neuropsychol","2020","2020/05/16","PMC7116232","EMS97873","10.1080/87565641.2020.1765169"
"22124848","Working memory modulates the perception of time","Pan Y, Luo QY.","Psychon Bull Rev. 2012 Feb;19(1):46-51. doi: 10.3758/s13423-011-0188-4.","Pan Y","Psychon Bull Rev","2012","2011/11/30","","","10.3758/s13423-011-0188-4"
"32463277","Getting over it: Working memory capacity and affective responses to stressful events in daily life","Garrison KE, Schmeichel BJ.","Emotion. 2022 Apr;22(3):418-429. doi: 10.1037/emo0000755. Epub 2020 May 28.","Garrison KE","Emotion","2022","2020/05/29","","","10.1037/emo0000755"
"35168500","Influence of target-distractor neural similarity on working memory performance in older and younger adults","Davison C, Weeks J, Grady C, Hasher L, Buchsbaum B.","Neuropsychol Dev Cogn B Aging Neuropsychol Cogn. 2022 May;29(3):463-482. doi: 10.1080/13825585.2022.2036682. Epub 2022 Feb 15.","Davison C","Neuropsychol Dev Cogn B Aging Neuropsychol Cogn","2022","2022/02/16","","","10.1080/13825585.2022.2036682"
"30615905","Improving working memory and pain inhibition in older persons using transcranial direct current stimulation","Deldar Z, Rustamov N, Blanchette I, Piché M.","Neurosci Res. 2019 Nov;148:19-27. doi: 10.1016/j.neures.2018.12.007. Epub 2019 Jan 4.","Deldar Z","Neurosci Res","2019","2019/01/08","","","10.1016/j.neures.2018.12.007"
"36165962","The ERP correlates of color-based center-surround inhibition in working memory","Shi R, Qi M, Gao H.","Int J Psychophysiol. 2022 Nov;181:160-169. doi: 10.1016/j.ijpsycho.2022.09.005. Epub 2022 Sep 19.","Shi R","Int J Psychophysiol","2022","2022/09/27","","","10.1016/j.ijpsycho.2022.09.005"
"31425092","Toward Objective Evaluation of Working Memory in Visualizations: A Case Study Using Pupillometry and a Dual-Task Paradigm","Padilla LMK, Castro SC, Quinan PS, Ruginski IT, Creem-Regehr SH.","IEEE Trans Vis Comput Graph. 2020 Jan;26(1):332-342. doi: 10.1109/TVCG.2019.2934286. Epub 2019 Aug 19.","Padilla LMK","IEEE Trans Vis Comput Graph","2020","2019/08/20","","","10.1109/TVCG.2019.2934286"
"10933209","The role of the mid-dorsolateral prefrontal cortex in working memory","Petrides M.","Exp Brain Res. 2000 Jul;133(1):44-54. doi: 10.1007/s002210000399.","Petrides M","Exp Brain Res","2000","2000/08/10","","","10.1007/s002210000399"
"26922616","Working memory distortions of duration perception are modulated by attentional tags","Pan Y, Hou X.","Acta Psychol (Amst). 2016 Mar;165:48-52. doi: 10.1016/j.actpsy.2016.02.002. Epub 2016 Feb 26.","Pan Y","Acta Psychol (Amst)","2016","2016/02/29","","","10.1016/j.actpsy.2016.02.002"
"11098721","[Working memory: a neuropsychologic and cerebral imagery approach]","Collette F, Van der Linden M.","Therapie. 2000 Jul-Aug;55(4):455-60.","Collette F","Therapie","2000","2000/12/01","","",""
"31002672","Stability of working memory in continuous attractor networks under the control of short-term plasticity","Seeholzer A, Deger M, Gerstner W.","PLoS Comput Biol. 2019 Apr 19;15(4):e1006928. doi: 10.1371/journal.pcbi.1006928. eCollection 2019 Apr.","Seeholzer A","PLoS Comput Biol","2019","2019/04/20","PMC6493776","","10.1371/journal.pcbi.1006928"
"29557069","The effects of refreshing and elaboration on working memory performance, and their contributions to long-term memory formation","Bartsch LM, Singmann H, Oberauer K.","Mem Cognit. 2018 Jul;46(5):796-808. doi: 10.3758/s13421-018-0805-9.","Bartsch LM","Mem Cognit","2018","2018/03/21","","","10.3758/s13421-018-0805-9"
"22323090","Working memory can enhance unconscious visual perception","Pan Y, Cheng QP, Luo QY.","Psychon Bull Rev. 2012 Jun;19(3):477-82. doi: 10.3758/s13423-012-0219-9.","Pan Y","Psychon Bull Rev","2012","2012/02/11","","","10.3758/s13423-012-0219-9"
"28364345","What is the time course of working memory attentional refreshing?","Lemaire B, Pageot A, Plancher G, Portrat S.","Psychon Bull Rev. 2018 Feb;25(1):370-385. doi: 10.3758/s13423-017-1282-z.","Lemaire B","Psychon Bull Rev","2018","2017/04/02","","","10.3758/s13423-017-1282-z"
"27287373","Resource-sharing in multiple-component working memory","Doherty JM, Logie RH.","Mem Cognit. 2016 Nov;44(8):1157-1167. doi: 10.3758/s13421-016-0626-7.","Doherty JM","Mem Cognit","2016","2016/06/12","PMC5085983","","10.3758/s13421-016-0626-7"
"30091634","Visual working memory supports perceptual stability across saccadic eye movements","Cronin DA, Irwin DE.","J Exp Psychol Hum Percept Perform. 2018 Nov;44(11):1739-1759. doi: 10.1037/xhp0000567. Epub 2018 Aug 9.","Cronin DA","J Exp Psychol Hum Percept Perform","2018","2018/08/10","","","10.1037/xhp0000567"
"33063180","Training-induced improvement in working memory tasks results from switching to efficient strategies","Malinovitch T, Jakoby H, Ahissar M.","Psychon Bull Rev. 2021 Apr;28(2):526-536. doi: 10.3758/s13423-020-01824-6. Epub 2020 Oct 15.","Malinovitch T","Psychon Bull Rev","2021","2020/10/16","PMC8062341","","10.3758/s13423-020-01824-6"
"29417882","Exploring the Effects of Working Memory on Time Perception in Attention Deficit Hyperactivity Disorder","Lee HY, Yang EL.","Psychol Rep. 2019 Feb;122(1):23-35. doi: 10.1177/0033294118755674. Epub 2018 Feb 8.","Lee HY","Psychol Rep","2019","2018/02/09","","","10.1177/0033294118755674"
"22182961","Associative working memory and subsequent episodic memory in Alzheimer's disease","van Geldorp B, Konings EP, van Tilborg IA, Kessels RP.","Neuroreport. 2012 Jan 25;23(2):119-23. doi: 10.1097/WNR.0b013e32834ee461.","van Geldorp B","Neuroreport","2012","2011/12/21","","","10.1097/WNR.0b013e32834ee461"
"28003653","Learning and memory: Working out working memory","Bray N.","Nat Rev Neurosci. 2017 Feb;18(2):68. doi: 10.1038/nrn.2016.181. Epub 2016 Dec 22.","Bray N","Nat Rev Neurosci","2017","2016/12/23","","","10.1038/nrn.2016.181"
"29532484","Removal of irrelevant information from working memory: sometimes fast, sometimes slow, and sometimes not at all","Oberauer K.","Ann N Y Acad Sci. 2018 Jul;1424(1):239-255. doi: 10.1111/nyas.13603. Epub 2018 Mar 12.","Oberauer K","Ann N Y Acad Sci","2018","2018/03/14","","","10.1111/nyas.13603"
"25691370","The importance of working memory updating in the Prisoner's dilemma","Soutschek A, Schubert T.","Psychol Res. 2016 Mar;80(2):172-80. doi: 10.1007/s00426-015-0651-3. Epub 2015 Feb 18.","Soutschek A","Psychol Res","2016","2015/02/19","","","10.1007/s00426-015-0651-3"
"30803740","Working memory theory remains stuck: Reply to Hanley and Young","Morey CC.","Cortex. 2019 Mar;112:180-181. doi: 10.1016/j.cortex.2019.01.019. Epub 2019 Feb 6.","Morey CC","Cortex","2019","2019/02/27","","","10.1016/j.cortex.2019.01.019"
"33711069","Beauty and the busy mind: Occupied working memory resources impair aesthetic experiences in everyday life","Weigand R, Jacobsen T.","PLoS One. 2021 Mar 12;16(3):e0248529. doi: 10.1371/journal.pone.0248529. eCollection 2021.","Weigand R","PLoS One","2021","2021/03/12","PMC7954329","","10.1371/journal.pone.0248529"
"26406319","Transfer after Working Memory Updating Training","Waris O, Soveri A, Laine M.","PLoS One. 2015 Sep 25;10(9):e0138734. doi: 10.1371/journal.pone.0138734. eCollection 2015.","Waris O","PLoS One","2015","2015/09/26","PMC4583509","","10.1371/journal.pone.0138734"
"31110335","Real-time triggering reveals concurrent lapses of attention and working memory","deBettencourt MT, Keene PA, Awh E, Vogel EK.","Nat Hum Behav. 2019 Aug;3(8):808-816. doi: 10.1038/s41562-019-0606-6. Epub 2019 May 20.","deBettencourt MT","Nat Hum Behav","2019","2019/05/22","PMC7304425","NIHMS1598168","10.1038/s41562-019-0606-6"
"28490777","Working memory: Keeping short-term memories alive","Bray N.","Nat Rev Neurosci. 2017 Jun;18(6):324. doi: 10.1038/nrn.2017.60. Epub 2017 May 11.","Bray N","Nat Rev Neurosci","2017","2017/05/12","","","10.1038/nrn.2017.60"
"25782096","The formation of novel social category conjunctions in working memory: A possible role for the episodic buffer?","Hutter RR, Allen RJ, Wood C.","Memory. 2016;24(4):496-512. doi: 10.1080/09658211.2015.1020814. Epub 2015 Mar 17.","Hutter RR","Memory","2016","2015/03/18","","","10.1080/09658211.2015.1020814"
"24091548","Working memory training may increase working memory capacity but not fluid intelligence","Harrison TL, Shipstead Z, Hicks KL, Hambrick DZ, Redick TS, Engle RW.","Psychol Sci. 2013 Dec;24(12):2409-19. doi: 10.1177/0956797613492984. Epub 2013 Oct 3.","Harrison TL","Psychol Sci","2013","2013/10/05","","","10.1177/0956797613492984"
